"hub","site","species","sex","bandNumber","bandCombo","encounterType","date","yearDate","bandYear"
"DC","RCP_SMBDC1","NOCA","F","1751-51960","P/A,W","band",2001-05-11,2001,2001
"DC","RCP_SMBDC1","NOCA","F","1751-51960","P/A,W","resight-technician",2004-01-02,2003,2001
"DC","RCP_SMBDC1","NOCA","F","1751-51960","P/A,W","resight-technician",2004-03-02,2003,2001
"DC","RCP_SMBDC1","NOCA","F","1751-51960","P/A,W","resight-technician",2006-09-27,2006,2001
"DC","RCP_SMBDC1","NOCA","F","1751-51960","P/A,W","resight-technician",2007-03-11,2006,2001
"DC","RCP_SMBDC1","NOCA","F","1751-51960","P/A,W","resight-technician",2008-12-23,2008,2001
"DC","RCP_SMBDC1","SOSP","F","1141-05568","BU/P,A","band",2001-05-11,2001,2001
"DC","RCP_SMBDC1","SOSP","F","1141-05568","BU/P,A","resight-technician",2003-11-12,2003,2001
"DC","RCP_SMBDC1","CARW","U","1811-58503","Y/BK,A","band",2002-07-02,2002,2002
"DC","RCP_SMBDC1","CACH","U","2250-90468","Y,A/W","band",2002-07-02,2002,2002
"DC","RCP_SMBDC1","NOMO","M","8001-21396","BK/A,R","band",2003-05-13,2003,2003
"DC","RCP_SMBDC1","NOMO","M","8001-21396","BK/A,R","resight-technician",2004-05-12,2004,2003
"DC","RCP_SMBDC1","NOMO","M","8001-21396","BK/A,R","resight-technician",2005-03-14,2004,2003
"DC","RCP_SMBDC1","NOMO","M","8001-21396","BK/A,R","resight-technician",2006-03-27,2005,2003
"DC","RCP_SMBDC1","NOMO","M","8001-21396","BK/A,R","resight-technician",2006-07-15,2006,2003
"DC","RCP_SMBDC1","SOSP","F","4501-87504","A,R/BK","band",2003-05-13,2003,2003
"DC","RCP_SMBDC1","SOSP","F","4501-87504","A,R/BK","resight-technician",2004-06-18,2004,2003
"DC","RCP_SMBDC1","SOSP","F","4501-87504","A,R/BK","resight-technician",2005-03-02,2004,2003
"DC","RCP_SMBDC1","GRCA","M","1801-77729","A,BU/BK","band",2003-05-29,2003,2003
"DC","RCP_SMBDC1","GRCA","M","1801-77729","A,BU/BK","recap",2007-07-21,2007,2003
"DC","RCP_SMBDC1","GRCA","M","1841-58706","A/Y,BK","band",2003-07-10,2003,2003
"DC","RCP_SMBDC1","GRCA","F","1841-58707","A,P/R","band",2003-07-10,2003,2003
"DC","RCP_SMBDC1","GRCA","M","1841-58708","O/R,A","band",2003-07-11,2003,2003
"DC","RCP_SMBDC1","GRCA","M","1841-58708","O/R,A","resight-technician",2004-06-22,2004,2003
"DC","RCP_SMBDC1","GRCA","F","1841-48712","A,R/R","band",2003-07-18,2003,2003
"DC","BURNNANMD1","AMRO","M","962-47702","R/AG","band",2003-06-25,2003,2003
"DC","RCP_SMBDC1","AMRO","M","962-47702","A,R/W","band",2003-07-18,2003,2003
"DC","RCP_SMBDC1","SOSP","F","1141-05888","BU,A/BK","band",2003-07-18,2003,2003
"DC","RCP_SMBDC1","SOSP","F","1141-05888","BU,A/BK","resight-technician",2005-06-29,2005,2003
"DC","RCP_SMBDC1","SOSP","F","1141-05888","BU,A/BK","resight-technician",2007-06-07,2007,2003
"DC","RCP_SMBDC1","SOSP","F","1141-05888","BU,A/BK","resight-technician",2008-03-10,2007,2003
"DC","RCP_SMBDC1","SOSP","M","4501-87512","A,Y/BU","band",2003-07-18,2003,2003
"DC","RCP_SMBDC1","SOSP","M","4501-87512","A,Y/BU","resight-technician",2004-08-17,2004,2003
"DC","RCP_SMBDC1","SOSP","M","4501-87512","A,Y/BU","resight-technician",2005-02-16,2004,2003
"DC","RCP_SMBDC1","GRCA","M","1841-58868","G/A,O","band",2004-06-18,2004,2004
"DC","RCP_SMBDC1","SOSP","F","1861-38593","Y/Y,A","band",2004-06-18,2004,2004
"DC","RCP_SMBDC1","SOSP","F","1861-38593","Y/Y,A","resight-technician",2010-12-13,2010,2004
"DC","RCP_SMBDC1","NOCA","M","1951-41116","A,BK/Y","band",2005-06-29,2005,2005
"DC","RCP_SMBDC1","SOSP","M","2241-18009","W,G/A","band",2005-06-29,2005,2005
"DC","RCP_SMBDC1","SOSP","M","2241-18009","W,G/A","resight-technician",2006-08-25,2006,2005
"DC","RCP_SMBDC1","SOSP","M","2241-18009","W,G/A","resight-technician",2008-03-15,2007,2005
"DC","RCP_SMBDC1","NOCA","F","1991-46130","R/P,A","band",2007-06-07,2007,2007
"DC","RCP_SMBDC1","GRCA","M","1991-46131","A,P/Y","band",2007-06-07,2007,2007
"DC","RCP_SMBDC1","SOSP","M","2261-38310","R/G,A","band",2007-06-07,2007,2007
"DC","RCP_SMBDC1","SOSP","M","2261-38310","R/G,A","resight-technician",2008-04-07,2008,2007
"DC","RCP_SMBDC1","GRCA","U","2411-37775","A,PK/BK","band",2009-07-07,2009,2009
"DC","RCP_SMBDC1","AMRO","M","1202-99089","A,P/BU","band",2009-07-07,2009,2009
"DC","RCP_SMBDC1","AMRO","F","1202-99090","Y/A,BK","band",2009-07-07,2009,2009
"DC","RCP_SMBDC1","CARW","F","2441-15034","O/A,G","band",2009-07-07,2009,2009
"DC","RCP_SMBDC1","CARW","F","2441-15034","O/A,G","resight-technician",2010-12-16,2010,2009
"DC","RCP_SMBDC1","NOCA","M","2421-11615","A,BK/R","band",2010-06-02,2010,2010
"DC","RCP_SMBDC1","NOCA","M","2421-11615","A,BK/R","resight-technician",2013-04-15,2013,2010
"DC","RCP_SMBDC1","NOCA","M","791-17234","O/A,W","band",2012-05-07,2012,2012
"DC","RCP_SMBDC1","NOCA","M","791-17235","G,BU/A","band",2012-05-07,2012,2012
"DC","RCP_SMBDC1","AMRO","M","1272-43134","A/PK,W","band",2012-05-07,2012,2012
"DC","RCP_SMBDC1","AMRO","M","1272-43135","G/A,Y","band",2012-05-07,2012,2012
"DC","RCP_SMBDC1","NOCA","M","791-17236","R,A/BK","band",2012-05-07,2012,2012
"DC","RCP_SMBDC1","AMRO","M","1272-43136","A/PK,PK","band",2012-05-08,2012,2012
"DC","RCP_SMBDC1","SOSP","M","2281-68798","A,G/G","band",2012-05-08,2012,2012
"DC","RCP_SMBDC1","SOSP","M","2281-68798","A,G/G","resight-technician",2013-07-03,2013,2012
"DC","RCP_SMBDC1","NOCA","F","791-17255","A,P/Y","band",2012-05-21,2012,2012
"DC","RCP_SMBDC1","AMRO","F","1272-43150","A,PK/O","band",2012-05-21,2012,2012
"DC","RCP_SMBDC1","AMRO","F","1272-43150","A,PK/O","recap",2015-05-09,2015,2012
"DC","RCP_SMBDC1","NOCA","U","2421-34678","O,A/BK","band",2012-06-27,2012,2012
"DC","RCP_SMBDC1","NOCA","F","2641-63626","A,G","band",2013-05-31,2013,2013
"DC","RCP_SMBDC1","AMRO","M","1342-74099","BU/A,O","band",2013-05-31,2013,2013
"DC","RCP_SMBDC1","AMRO","F","742-29492","BK,O/A","band",2013-06-26,2013,2013
"DC","RCP_SMBDC1","NOCA","M","2641-63933","A,PK/G","band",2013-06-26,2013,2013
"DC","RCP_SMBDC1","NOCA","M","2641-63933","A,PK/G","resight-technician",2014-04-28,2014,2013
"DC","RCP_SMBDC1","CARW","F","2441-96356","A,R/Y","band",2013-06-27,2013,2013
"DC","RCP_SMBDC1","NOCA","F","2641-63934","G/BK,A","band",2013-06-27,2013,2013
"DC","RCP_SMBDC1","CARW","U","2441-96362","A/PK,-","band",2013-07-11,2013,2013
"DC","RCP_SMBDC1","CARW","F","2441-96363","Y/A,P","band",2013-07-11,2013,2013
"DC","RCP_SMBDC1","CACH","F","2610-37392","A/R,BK","band",2013-07-19,2013,2013
"DC","RCP_SMBDC1","CACH","F","2710-54301","A/BU,PK","band",2013-07-31,2013,2013
"DC","RCP_SMBDC1","CACH","F","2710-54301","A/BU,PK","recap",2014-04-10,2014,2013
"DC","RCP_SMBDC1","SOSP","U","2571-90157","A,Y/R","band",2014-03-20,2014,2014
"DC","RCP_SMBDC1","SOSP","U","2571-70308","O,A/Y","band",2014-04-09,2014,2014
"DC","RCP_SMBDC1","AMRO","M","1342-72976","G,O/A","band",2014-06-21,2014,2014
"DC","RCP_SMBDC1","AMRO","M","1292-64555","P,A/W","band",2014-07-12,2014,2014
"DC","RCP_SMBDC1","CACH","U","2710-53991","BK,G/A","band",2014-12-18,2014,2014
"DC","RCP_SMBDC1","SOSP","M","2341-30178","PK,G/A","band",2014-12-18,2014,2014
"DC","RCP_SMBDC1","SOSP","M","2341-30178","PK,G/A","recap",2015-04-09,2015,2014
"DC","RCP_SMBDC1","AMRO","M","1232-94733","P/A,PK","band",2015-04-07,2015,2015
"DC","RCP_SMBDC1","SOSP","M","2571-89996","A/W,BK","band",2015-04-07,2015,2015
"DC","RCP_SMBDC1","SOSP","M","2571-89999","BK,A/W","band",2015-04-07,2015,2015
"DC","RCP_SMBDC1","SOSP","U","2571-89998","A,R/P","band",2015-04-09,2015,2015
"DC","RCP_EDZDC1","SOSP","M","2251-80072","PK/A,O","band",2007-07-19,2007,2007
"DC","RCP_EDZDC1","GRCA","M","2301-56525","-,A","band",2009-05-02,2009,2009
"DC","RCP_EDZDC1","AMRO","F","1202-99053","A/G,G","band",2009-05-02,2009,2009
"DC","RCP_EDZDC1","GRCA","U","2301-56522","G/G,A","band",2009-05-02,2009,2009
"DC","RCP_EDZDC1","NOCA","M","2301-56521","Y/Y,A","band",2009-05-02,2009,2009
"DC","RCP_EDZDC1","AMRO","F","1202-99054","G/G,A","band",2009-05-02,2009,2009
"DC","RCP_EDZDC1","AMRO","M","1202-77029","A,G","band",2009-05-02,2009,2009
"DC","RCP_EDZDC1","AMRO","M","1202-99055","W/W,A","band",2009-05-02,2009,2009
"DC","RCP_EDZDC1","AMRO","F","1202-99056","-,A","band",2009-05-02,2009,2009
"DC","RCP_EDZDC1","AMRO","M","1272-42403","A,O/O","band",2009-05-02,2009,2009
"DC","RCP_EDZDC1","GRCA","M","2411-37432","W,A/G","band",2009-07-20,2009,2009
"DC","RCP_EDZDC1","GRCA","M","2411-37433","O,G/A","band",2009-07-20,2009,2009
"DC","RCP_EDZDC1","GRCA","U","2411-37434","A/Y,P","band",2009-07-20,2009,2009
"DC","RCP_EDZDC1","GRCA","U","2411-37435","A,G/P","band",2009-07-20,2009,2009
"DC","RCP_EDZDC1","SOSP","M","2441-14217","P/A,O","band",2009-07-20,2009,2009
"DC","RCSVPARMD1","HOWR","F","2370-06046","A,W/O","band",2004-07-12,2004,2004
"DC","RCSVPARMD1","HOWR","M","2370-06047","R,R/A","band",2004-07-12,2004,2004
"DC","RCSVPARMD1","HOWR","M","2370-06048","A,BU/BU","band",2004-07-12,2004,2004
"DC","REIRJEAMD1","GRCA","F","1751-51971","BU/P,A","band",2001-05-05,2001,2001
"DC","REIRJEAMD1","AMRO","F","1152-87541","-,A","band",2001-05-05,2001,2001
"DC","REIRJEAMD1","HOWR","M","2250-90458","R/W,A","band",2002-06-22,2002,2002
"DC","REIRJEAMD1","CACH","U","2250-90460","W/A,R","band",2002-06-22,2002,2002
"DC","REIRJEAMD1","AMRO","M","1152-87452","A/BU,BK","band",2003-05-14,2003,2003
"DC","REIRJEAMD1","AMRO","M","1152-87453","G/A,W","band",2003-05-14,2003,2003
"DC","REIRJEAMD1","HOWR","F","2380-02411","BU/A,BK","band",2004-06-11,2004,2004
"DC","REIRJEAMD1","GRCA","F","1951-41278","Y/Y,A","band",2005-06-01,2005,2005
"DC","REIKROBMD1","NOCA","F","1751-51912","W/A,Y","band",2001-06-18,2001,2001
"DC","REIKROBMD1","NOCA","F","1751-51912","W/A,Y","recap",2002-06-18,2002,2001
"DC","REIKROBMD1","NOCA","F","1751-51912","W/A,Y","resight-technician",2004-04-21,2004,2001
"DC","REIKROBMD1","CARW","M","1141-05697","BK/A,O","band",2002-05-14,2002,2002
"DC","REIKROBMD1","GRCA","U","8001-21438","A,Y/W","band",2002-05-14,2002,2002
"DC","REIKROBMD1","CARW","F","1141-05698","A,W/P","band",2002-05-14,2002,2002
"DC","REIKROBMD1","GRCA","M","1841-58615","A/G,O","band",2003-07-08,2003,2003
"DC","REIKROBMD1","GRCA","M","1841-58616","P/P,A","band",2003-07-08,2003,2003
"DC","REIKROBMD1","NOCA","F","2301-56902","A/O,BK","band",2007-06-11,2007,2007
"DC","REIKROBMD1","CACH","F","2510-04205","A,R/G","band",2007-06-11,2007,2007
"DC","REIKROBMD1","CACH","U","2510-03820","G/P,A","band",2008-06-19,2008,2008
"DC","REIKROBMD1","CACH","M","2510-03819","A/P,BU","band",2008-06-19,2008,2008
"DC","REIKROBMD1","GRCA","M","2301-56566","PK,W/A","band",2008-06-19,2008,2008
"DC","REILJENMD1","NOCA","M","8001-21321","BU,A/O","band",2001-08-09,2001,2001
"DC","REILJENMD1","NOCA","M","8001-21321","BU,A/O","resight-technician",2002-04-21,2002,2001
"DC","REILJENMD1","SOSP","M","1141-05648","A,Y/Y","band",2001-08-09,2001,2001
"DC","REILJENMD1","SOSP","M","1141-05648","A,Y/Y","resight-technician",2002-05-29,2002,2001
"DC","REILJENMD1","SOSP","M","1141-05648","A,Y/Y","recap",2003-05-13,2003,2001
"DC","REILJENMD1","NOCA","M","8001-21452","A,G/R","band",2002-05-29,2002,2002
"DC","REILJENMD1","SOSP","F","1141-48561","A,P/BK","band",2002-05-29,2002,2002
"DC","REILJENMD1","CARW","M","1141-48562","P/A,P","band",2002-05-29,2002,2002
"DC","REILJENMD1","NOCA","M","8001-21453","Y/BK,A","band",2002-05-29,2002,2002
"DC","REILJENMD1","NOCA","M","8001-21453","Y/BK,A","recap",2003-06-17,2003,2002
"DC","REILJENMD1","NOMO","M","1152-87430","A/BU,P","band",2002-06-01,2002,2002
"DC","REILJENMD1","CARW","F","1901-20577","A,O/G","band",2004-06-22,2004,2004
"DC","REILJENMD1","CARW","U","1901-20578","A,R/P","band",2004-06-22,2004,2004
"DC","REILJENMD1","SOSP","M","1831-95145","O/A,G","band",2005-04-19,2005,2005
"DC","REILJENMD1","NOCA","F","1991-21155","R/PK,A","band",2007-07-23,2007,2007
"DC","REILJENMD1","CARW","U","2281-69455","R/PK,A","band",2007-07-23,2007,2007
"DC","REITBOBMD1","GRCA","F","791-17802","Y/A,Y","band",2000-06-07,2000,2000
"DC","REITBOBMD1","GRCA","F","791-17802","Y/A,Y","resight-technician",2001-06-15,2001,2000
"DC","REITBOBMD1","GRCA","U","791-17821","BU/A,O","band",2000-07-01,2000,2000
"DC","REITBOBMD1","SOSP","M","1141-05571","Y,A/R","band",2001-05-15,2001,2001
"DC","REITBOBMD1","SOSP","M","1141-05571","Y,A/R","resight-technician",2005-03-30,2004,2001
"DC","REITBOBMD1","HOWR","M","2250-24027","A/BU,R","band",2001-05-15,2001,2001
"DC","REITBOBMD1","HOWR","M","2250-24027","A/BU,R","resight-technician",2003-07-05,2003,2001
"DC","REITBOBMD1","SOSP","F","1141-05572","BU,BU/A","band",2001-05-15,2001,2001
"DC","REITBOBMD1","SOSP","F","1141-05572","BU,BU/A","resight-technician",2002-06-15,2002,2001
"DC","REITBOBMD1","SOSP","M","1721-48518","W,BK/A","band",2001-07-02,2001,2001
"DC","REITBOBMD1","SOSP","M","1721-48518","W,BK/A","resight-technician",2002-05-01,2002,2001
"DC","REITBOBMD1","CARW","U","1141-05649","A,R/BU","band",2001-08-22,2001,2001
"DC","REITBOBMD1","GRCA","U","8001-21322","G,BU/A","band",2001-08-22,2001,2001
"DC","REITBOBMD1","GRCA","U","8001-21323","P,A/BK","band",2001-08-22,2001,2001
"DC","REITBOBMD1","SOSP","M","1811-58816","BK/A,G","band",2003-05-17,2003,2003
"DC","REITBOBMD1","SOSP","M","1811-58816","BK/A,G","resight-technician",2014-03-21,2013,2003
"DC","REITBOBMD1","GRCA","M","1801-77758","R,W/A","band",2003-06-23,2003,2003
"DC","REITBOBMD1","HOWR","F","2370-05731","P/R,A","band",2004-05-28,2004,2004
"DC","REITBOBMD1","HOWR","M","1950-50496","O,A/Y","band",2004-07-26,2004,2004
"DC","REITBOBMD1","SOSP","M","1851-95463","BU,A/P","band",2005-05-05,2005,2005
"DC","REITBOBMD1","SOSP","M","1851-95463","BU,A/P","resight-technician",2007-07-05,2007,2005
"DC","REITBOBMD1","SOSP","M","1851-95464","W/R,A","band",2005-05-05,2005,2005
"DC","REITBOBMD1","SOSP","M","1851-95464","W/R,A","resight-technician",2006-05-25,2006,2005
"DC","REITBOBMD1","GRCA","M","1951-41114","A,Y/G","band",2005-06-27,2005,2005
"DC","REITBOBMD1","HOWR","M","2400-00658","A/Y,O","band",2005-06-27,2005,2005
"DC","REITBOBMD1","GRCA","F","1951-41115","P/A,BU","band",2005-06-27,2005,2005
"DC","REITBOBMD1","GRCA","F","2251-80723","W/W,W/A","band",2006-05-25,2006,2006
"DC","REITBOBMD1","GRCA","M","2251-80701","Y/Y,R/A","band",2006-05-25,2006,2006
"DC","REITBOBMD1","GRCA","M","2251-80701","Y/Y,R/A","resight-technician",2010-06-26,2010,2006
"DC","REITBOBMD1","GRCA","M","2251-80702","BU/A,W/W","band",2006-05-25,2006,2006
"DC","REITBOBMD1","GRCA","M","2251-80702","BU/A,W/W","resight-technician",2007-05-13,2007,2006
"DC","REITBOBMD1","GRCA","M","2251-80703","G/O,O/A","band",2006-05-25,2006,2006
"DC","REITBOBMD1","GRCA","M","2251-80703","G/O,O/A","resight-technician",2009-06-01,2009,2006
"DC","REITBOBMD1","NOMO","F","962-47745","Y/R,A","band",2006-05-29,2006,2006
"DC","REITBOBMD1","HOWR","M","2400-00667","G/BK,A","band",2006-05-29,2006,2006
"DC","REITBOBMD1","HOWR","F","2400-00668","O/A,R","band",2006-05-29,2006,2006
"DC","REITBOBMD1","NOCA","F","1991-46104","R,A/O","band",2006-11-08,2006,2006
"DC","REITBOBMD1","HOWR","M","2460-22826","A,R/BU","band",2007-06-08,2007,2007
"DC","REITBOBMD1","SOSP","M","2261-38311","Y,A/Y","band",2007-06-09,2007,2007
"DC","REITBOBMD1","SOSP","M","2261-38311","Y,A/Y","resight-technician",2009-03-08,2008,2007
"DC","REITBOBMD1","SOSP","M","2261-38311","Y,A/Y","resight-technician",2010-06-10,2010,2007
"DC","REITBOBMD1","SOSP","M","2261-38311","Y,A/Y","resight-technician",2010-07-06,2010,2007
"DC","REITBOBMD1","NOCA","M","2301-56925","A/BU,O","band",2007-07-13,2007,2007
"DC","REITBOBMD1","NOCA","M","2301-56925","A/BU,O","resight-technician",2009-05-15,2009,2007
"DC","REITBOBMD1","NOCA","M","2301-56925","A/BU,O","resight-technician",2010-04-15,2010,2007
"DC","REITBOBMD1","NOCA","M","2301-56925","A/BU,O","resight-technician",2011-04-15,2011,2007
"DC","REITBOBMD1","NOCA","M","2301-56925","A/BU,O","resight-technician",2012-04-15,2012,2007
"DC","REITBOBMD1","NOCA","M","2301-56925","A/BU,O","resight-technician",2013-04-15,2013,2007
"DC","REITBOBMD1","GRCA","M","2301-56785","G/A,Y/O","band",2008-06-24,2008,2008
"DC","REITBOBMD1","GRCA","M","2301-56785","G/A,Y/O","resight-technician",2009-05-15,2009,2008
"DC","REITBOBMD1","GRCA","M","2301-56785","G/A,Y/O","resight-technician",2009-09-15,2009,2008
"DC","REITBOBMD1","GRCA","M","2301-56785","G/A,Y/O","resight-technician",2010-07-06,2010,2008
"DC","REITBOBMD1","GRCA","M","2301-56785","G/A,Y/O","resight-technician",2012-07-07,2012,2008
"DC","REITBOBMD1","GRCA","M","2301-56785","G/A,Y/O","resight-technician",2012-09-10,2012,2008
"DC","REITBOBMD1","AMRO","U","742-29444","A,BK/BU","band",2008-07-22,2008,2008
"DC","REITBOBMD1","CACH","U","2540-62851","R,Y/A","band",2008-07-22,2008,2008
"DC","REITBOBMD1","AMRO","U","742-29445","R,PK/A","band",2008-07-22,2008,2008
"DC","REITBOBMD1","AMRO","F","742-29446","PK,W/A","band",2008-07-22,2008,2008
"DC","REITBOBMD1","AMRO","U","742-29447","R,PK/A","band",2008-07-22,2008,2008
"DC","REITBOBMD1","NOCA","U","2301-56653","A/Y,BK","band",2008-07-22,2008,2008
"DC","REITBOBMD1","SOSP","U","2341-96604","A/G,R","band",2008-07-22,2008,2008
"DC","REITBOBMD1","GRCA","U","2301-56654","BU,A/PK","band",2008-07-22,2008,2008
"DC","REITBOBMD1","NOCA","F","2301-56655","G/G,A","band",2008-07-22,2008,2008
"DC","REITBOBMD1","GRCA","U","2301-56652","R/ABK/P","band",2008-07-22,2008,2008
"DC","REITBOBMD1","SOSP","M","2341-29603","R,A/BK","band",2008-07-22,2008,2008
"DC","REITBOBMD1","SOSP","M","2341-29603","R,A/BK","recap",2009-07-28,2009,2008
"DC","REITBOBMD1","SOSP","M","2341-29603","R,A/BK","recap",2010-07-06,2010,2008
"DC","REITBOBMD1","SOSP","M","2341-29605","R/BK,A","band",2008-07-22,2008,2008
"DC","REITBOBMD1","SOSP","M","2341-29605","R/BK,A","resight-technician",2010-06-13,2010,2008
"DC","REITBOBMD1","SOSP","M","2341-29605","R/BK,A","resight-technician",2010-07-06,2010,2008
"DC","REITBOBMD1","SOSP","M","2341-29605","R/BK,A","resight-technician",2011-02-02,2010,2008
"DC","REITBOBMD1","SOSP","M","2341-29605","R/BK,A","resight-technician",2012-07-09,2012,2008
"DC","REITBOBMD1","SOSP","M","2341-29605","R/BK,A","resight-technician",2014-04-28,2014,2008
"DC","REITBOBMD1","GRCA","F","2301-56791","BU/A,BU/W","band",2008-07-22,2008,2008
"DC","REITBOBMD1","GRCA","F","2301-56791","BU/A,BU/W","resight-technician",2009-06-01,2009,2008
"DC","REITBOBMD1","GRCA","F","2301-56791","BU/A,BU/W","resight-technician",2009-08-26,2009,2008
"DC","REITBOBMD1","GRCA","F","2301-56791","BU/A,BU/W","resight-technician",2010-08-08,2010,2008
"DC","REITBOBMD1","GRCA","F","2301-56791","BU/A,BU/W","resight-technician",2011-10-08,2011,2008
"DC","REITBOBMD1","HOWR","M","2540-62892","A,BU/O","band",2009-05-10,2009,2009
"DC","REITBOBMD1","AMRO","F","1202-99062","A/Y,G","band",2009-05-10,2009,2009
"DC","REITBOBMD1","AMRO","F","1202-99062","A/Y,G","resight-technician",2011-02-28,2010,2009
"DC","REITBOBMD1","AMRO","F","1202-99063","PK/A,O","band",2009-05-10,2009,2009
"DC","REITBOBMD1","AMRO","F","1202-99063","PK/A,O","resight-technician",2011-03-12,2010,2009
"DC","REITBOBMD1","AMRO","F","1202-99063","PK/A,O","resight-technician",2011-04-05,2011,2009
"DC","REITBOBMD1","GRCA","U","2411-37186","A/O,BU","band",2009-07-28,2009,2009
"DC","REITBOBMD1","GRCA","M","2411-37188","G/A,P","band",2009-07-28,2009,2009
"DC","REITBOBMD1","AMRO","U","1292-64516","BU/PK,A","band",2009-07-28,2009,2009
"DC","REITBOBMD1","NOCA","F","2411-37187","BK,W/A","band",2009-07-28,2009,2009
"DC","REITBOBMD1","NOCA","F","2411-37187","BK,W/A","resight-technician",2010-07-06,2010,2009
"DC","REITBOBMD1","SOSP","F","2441-13744","A/P,PK","band",2009-07-28,2009,2009
"DC","REITBOBMD1","SOSP","F","2441-13744","A/P,PK","resight-technician",2010-07-06,2010,2009
"DC","REITBOBMD1","HOWR","M","2460-22965","Y/R,A","band",2010-07-06,2010,2010
"DC","REITBOBMD1","SOSP","M","2251-80370","PK,A/BU","band",2010-07-06,2010,2010
"DC","REITBOBMD1","GRCA","F","2561-44926","BK,A/W","band",2012-07-10,2012,2012
"DC","REITBOBMD1","HOWR","U","2570-44741","G/A,O","band",2012-07-10,2012,2012
"DC","REITBOBMD1","CARW","U","2341-30378","A/Y,R","band",2012-07-10,2012,2012
"DC","REITBOBMD1","HOWR","F","2570-44742","BK,P/A","band",2012-07-10,2012,2012
"DC","REITBOBMD1","CARW","U","2341-30379","O,W/A","band",2012-07-10,2012,2012
"DC","REITBOBMD1","CARW","U","2341-30379","O,W/A","resight-technician",2013-05-12,2013,2012
"DC","REITBOBMD1","NOCA","M","2641-63621","P/W,A","band",2013-05-24,2013,2013
"DC","REITBOBMD1","GRCA","F","2641-63622","G/BU,A","band",2013-05-24,2013,2013
"DC","REITBOBMD1","SOSP","F","2441-96522","W,O/A","band",2013-05-24,2013,2013
"DC","REITBOBMD1","CARW","U","2571-90158","A,BU/P","band",2014-03-21,2014,2014
"DC","REITBOBMD1","CACH","M","2710-53925","A,BU/W","band",2014-03-21,2014,2014
"DC","REITBOBMD1","CARW","U","2571-90159","R/G,A","band",2014-07-14,2014,2014
"DC","REITBOBMD1","SOSP","M","2571-89994","G,A/PK","band",2015-04-20,2015,2015
"DC","REITBOBMD1","SOSP","M","1901-20574","A,Y/O","band",2004-06-04,2004,2004
"DC","REITBOBMD1","NOCA","F","1801-77871","A/G,R","band",2004-06-04,2004,2004
"DC","REITBOBMD1","NOCA","M","1801-77872","A/W,O","band",2004-06-04,2004,2004
"DC","REITBOBMD1","GRCA","M","1801-77870","O,A/W","band",2004-06-04,2004,2004
"DC","REITBOBMD1","GRCA","M","1801-77870","O,A/W","resight-technician",2007-05-11,2007,2004
"DC","REITBOBMD1","AMRO","M","962-47872","Y,A/P","band",2004-06-04,2004,2004
"DC","REUTSHAMD1","NOMO","F","1152-87422","Y,A/O","band",2002-05-09,2002,2002
"DC","REUTSHAMD1","GRCA","F","8001-21439","O,A/W","band",2002-05-16,2002,2002
"DC","REUTSHAMD1","GRCA","F","8001-21439","O,A/W","resight-technician",2005-07-12,2005,2002
"DC","REUTSHAMD1","GRCA","U","1841-58831","R,BK/A","band",2004-04-29,2004,2004
"DC","REUTSHAMD1","GRCA","U","1841-58832","Y/Y,A","band",2004-04-29,2004,2004
"DC","REUTSHAMD1","NOCA","M","2301-56471","Y,R/A","band",2008-06-26,2008,2008
"DC","REUTSHAMD1","GRCA","U","2411-37152","A,P/PK","band",2009-06-30,2009,2009
"DC","REUTSHAMD1","AMRO","F","1292-64282","A,R/W","band",2012-06-08,2012,2012
"DC","REUTSHAMD1","GRCA","M","2421-34635","A/O,R","band",2012-06-08,2012,2012
"DC","REUTSHAMD1","GRCA","M","2421-34635","A/O,R","resight-technician",2013-08-06,2013,2012
"DC","REUTSHAMD1","CARW","U","2441-96570","O/Y,A","band",2013-08-06,2013,2013
"DC","RICHLIBMD1","CARW","M","1141-05773","O/G,A","band",2001-04-10,2001,2001
"DC","RICHLIBMD1","NOCA","M","791-17017","A/G,BU","band",2001-04-10,2001,2001
"DC","RICHLIBMD1","NOCA","M","791-17017","A/G,BU","recap",2002-05-28,2002,2001
"DC","RICHLIBMD1","NOCA","M","791-17017","A/G,BU","recap",2003-04-21,2003,2001
"DC","RICHLIBMD1","CARW","M","1141-05557","W/BU,A","band",2001-04-24,2001,2001
"DC","RICHLIBMD1","NOCA","F","1751-51990","G/P,A","band",2001-04-24,2001,2001
